doi,title,abstract,keyword_count,key_group_count,keyword_repetition,unique_terms,term_frecuency,rank
10.1007/s44196-024-00426-7,Algorithm Optimization of Computer Simulation Vehicle Driving Simulation System Based on Virtual Reality Technology,"AbstractThe traditional automobile driving simulation system has the problems of low calculation efficiency and lack of realism. The traditional automobile driving simulation system with low computational efficiency and lack of realism limits the learning effect. Through virtual reality technology, vehicle driving can be simulated. By optimizing the algorithm of simulating vehicle driving simulation system, the preference of testers for driving style is investigated and the driver's preference style is determined. Finally, through the automatic driving simulation test method based on genetic algorithm, the key scenes can be divided into 11 different types, and the Euclidean distance of these 11 types is analyzed. Most drivers prefer a more conservative autonomous driving style. When analyzing 11 key scenario types, the Euclidean distance between scenario 2 and scenario 3 is the smallest, which is 33 m, and the maximum Euclidean distance between scenario 6 and scenario 11 is 91 m. The difference between scene 2 and scene 3 is the smallest, while the difference between scene 6 and scene 11 is the largest, and there are differences between each scene. Through virtual reality technology and algorithm optimization, the performance and user experience of driving simulation system are improved.",2,1,2,"{'ar', 'virtual reality'}","{'virtual reality': 1, 'ar': 1}",
/doi/10.1145/3013971.3014000,Mixedrealitybased interaction system for digital heritage,"User interfaces that leverages vivid computer graphics and virtual reality technologies provide effective means for exploring and inspecting cultural artifacts. Such virtual inspection systems help experience and disseminate cultural heritage. For such systems to be truly ubiquitous, they need to expose a user-friendly interface that an untrained population can find intuitive and engaging. In this paper, we present one such mixed reality (MR) based interaction system that can be used to visualize as well as explore cultural heritage. The system is demonstrated by an interactive exploration of 15th century 'Vittala Temple' located at a UNESCO world heritage site, Hampi. Our system investigates the augmentation of computer generated imagery with a physical replica to increase immersion and awareness. It uses monoscopic projection mapping on the 3D-printed replica laid out on a tabletop along with a vertical projection wall behind the tabletop, on which a 3D-rendered view is displayed. Projection on the physical layout is synchronized with the 3D rendering to allow projection of texture, navigation path, users current position, etc. on the tabletop. Users can interact with this system by simply waving a laser pointer to select structures or to define a path. We have additionally explored the benefit of using a steering wheel to further control the camera direction. Such a system creates and maintains a semantic relation between users actions and the resulting effect. The UI enables two major functionalities: interactive inspection of an architectural complex and the multimedia data attached to various components and artifacts.",3,1,3,"{'mixed reality', 'ar', 'virtual reality'}","{'virtual reality': 1, 'ar': 1, 'mixed reality': 1}",
/doi/10.1145/3491102.3501821,VRception: Rapid Prototyping of Cross-RealitySystems inVirtualReality,"Cross-reality systems empower users to transition along the reality-virtuality continuum or collaborate with others experiencing different manifestations of it. However, prototyping these systems is challenging, as it requires sophisticated technical skills, time, and often expensive hardware. We present VRception, a concept and toolkit for quick and easy prototyping of cross-reality systems. By simulating all levels of the reality-virtuality continuum entirely in Virtual Reality, our concept overcomes the asynchronicity of realities, eliminating technical obstacles. Our VRception Toolkit leverages this concept to allow rapid prototyping of cross-reality systems and easy remixing of elements from all continuum levels. We replicated six cross-reality papers using our toolkit and presented them to their authors. Interviews with them revealed that our toolkit sufficiently replicates their core functionalities and allows quick iterations. Additionally, remote participants used our toolkit in pairs to collaboratively implement prototypes in about eight minutes that they would have otherwise expected to take days.",4,2,4,"{'ar', 'vr', 'collaborative', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1, 'collaborative': 1}",
10.1016/j.jobe.2024.111186,Augmented reality-based knowledge transfer for facility management: A systematic review,"Facility management is globally recognized as a critical and knowledge-intensive field. It confronts challenges due to the increasing complexity of facilities and the vast amount of operation and maintenance information. Augmented reality (AR), emerges as a promising technology to address these challenges by enhancing knowledge transfer in facility management through immersive and interactive environments. The objective of this research is to conduct a systematic review of augmented reality applications in facility management, and explore its knowledge transfer capabilities in facility management. The review narrowed the literature by filtering from 618 publications to 107 papers published between 2011 and 2023. A contents analysis based on these articles could gain an insight into current facility management systems as well as augmented reality application domains in a series of facility management activities including facility design/layout, assembly, monitoring, maintenance and renovation. Based on the above analysis, this research discussed the augmented reality capabilities of knowledge transfer in facility management. The findings reveal that augmented reality facilitates knowledge transfer by enabling visualization, interaction, and collaboration among stakeholders. It is influenced by factors including user interfaces and interaction types, as well as vocational training and acceptance level of stakeholders. Challenges remain in terms of tracking, registration, ergonomics, security, and management practices. Finally, this research highlighted future trends focusing on the development of knowledge-driven digital twins, trustworthy knowledge management, and collaborative platforms to further promote augmented reality knowledge transfer in facility management. This research also contributes to deeper understanding of the role of augmented reality within this field and provides insights for stakeholders aiming to utilize this technology.",3,2,3,"{'augmented reality', 'ar', 'collaborative'}","{'augmented reality': 1, 'ar': 1, 'collaborative': 1}",
10.1016/j.soi.2024.100103,"Variability in treatment approaches, outcomes, and recurrence patterns after curative intent treatment for primary retroperitoneal sarcomas in Latin America: A report on 333 patients from LATAMSARC collaborative working group","Background and objectiveRetroperitoneal sarcomas (RPS) are rare tumors with several well-defined histologic subtypes. This study aimed to assess the epidemiology, treatment patterns, and outcomes of patients with retroperitoneal sarcoma in Latin America and analyze patterns of recurrence and treatment variations in a large population of patients treated at reference centers. MethodsThis retrospective descriptive study utilized an electronic database of medical records from LATAMSARC (a group studying sarcomas consisting of different centers in various countries in Latin America, including Argentina, Chile, Costa Rica, Mexico, and Peru). Adult patients (≥18 years) with retroperitoneal sarcoma who underwent surgery at six cancer centers in Latin America were included. Key outcomes were practice patterns, overall survival (OS), and progression-free survival (PFS). ResultsIn this retrospective study, 333 patients diagnosed with retroperitoneal sarcomas met the inclusion/exclusion criteria. The cohort consisted of 157 females (42.3 %) and 176 males (57.7 %), with an average age of 53.9 years (SD 13.37). Histology most commonly included Dedifferentiated Liposarcoma (31.5 %), Well-Differentiated Liposarcoma (29.7 %), and Leiomyosarcoma (9.9 %). The tumors predominantly resided in the retroperitoneum (81.7 %) and showed a mean diameter of 23.53 cm (SD 13.8 cm). Surgical interventions varied, with Complete Compartmental Resection performed in 31.2 % of cases and Simple Complete Resection in 29.4 %. Postoperative complications were documented, with Clavien-Dindo Grade ≥3 complications occurring in 16.8 % of patients. An R0/1 resection was obtained in 91.6 % of cases. The ICU admission rate post-surgery was 18.6 %. Adjuvant treatments included radiotherapy in 8.1 %. Local recurrence occurred in 20.7 % of cases, with the majority being ipsilateral. Distal recurrence was observed in 15 patients, predominantly affecting the liver. The mean overall survival was 65.5 months, and disease-free survival was 47.0 months. ConclusionThis study provides information on the epidemiology, treatment patterns, and outcomes of retroperitoneal sarcomas in a group of reference centers in Latin America. These results represent Latin America's largest body of evidence on retroperitoneal sarcomas.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/VR58804.2024.00096,A User Study on Sharing Physiological Cues in VR Assembly Tasks,"In collaborative settings where multiple individuals are tasked with completing a shared goal, understanding one’s partner’s emotional state could be crucial for achieving a successful outcome. This is particularly relevant in remote collaboration contexts, where physical distance can impede understanding, empathy, and mutual comprehension between partners. In this paper, we demonstrate representing emotional patterns from physiological data in a shared Virtual Reality (VR) environment, and explore how it impacted communication styles. A user study investigated the potential effects of this emotional representation in fostering empathetic communication during remote collaboration. The study’s findings revealed that although there was minimal variance in the workload associated with observing physiological cues, participants generally preferred monitoring their partner’s attentional state. However, with the assembly task chosen, most participants only directed a minimal proportion of their attention toward the physiological cues displayed by their partner, and were frequently uncertain of how to interpret and use the information obtained. We also discuss limitations of the research and opportunities for future work.",4,2,4,"{'ar', 'vr', 'collaborative', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1, 'collaborative': 1}",
10.1109/VR.2015.7223374,Multiple devices as windows for virtual environment,"We introduce a method for using multiple devices as windows for interacting with 3-D virtual environment. Motivation of our work has come from generating collaborative workspace with multiple devices which can be found in our daily lives, like desktop PC and mobile devices. Provided with life size virtual environment, each device shows a scene of 3-D virtual space on its position and direction, and users would be able to perceive virtual space in more immersive way with it. By adopting mobile device to our system, users not only see outer space of stationary screen by relocating their mobile device, but also have personalized view in working space. To acquiring knowledge of device's pose and orientation, we adopt vision-based approaches. For the last, we introduce an implementation of a system for managing multiple device and letting them have synchronized performance.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.snb.2022.132087,Sensitivity enhancement of In<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf>/ZrO<ce:inf loc=post>2</ce:inf> composite based acetone gas sensor: A promising collaborative approach of ZrO<ce:inf loc=post>2</ce:inf> as the heterojunction and dopant for in-situ grown octahedron-like particles,"In the present work, the chemo-resistive acetone sensor based on n-n heterojunction was designed and fabricated by incorporating ZrO2 into one-dimensional In2O3 nanowires (NWs). The In2O3/ZrO2 (IZO) nanowires were synthesized via a facile electrospinning strategy followed by calcination. Interestingly, some in-situ grown octahedral-like particles appears on the surface of nanowires. It is observed that the In2O3/ZrO2 heterojunction exhibits a comparatively better response for 100-ppm acetone gas with a short response time of ~1 s at the operating temperature of 260 °C. The maximum sensitivity is obtained by optimizing the doping In/Zr molar ratio. Furthermore, several considerations are discussed to evaluate the sensitivity, selectivity, long-term stability (“3 S”), and repeatability. Overall, this work not only reveals the role of ZrO2 in the generation and resistance modulation of the n-n heterojunction but also provides a unique perspective on using ZrO2 to modulate lattice spacing to construct in-situ grown octahedral-like particles on In2O3 nanowires, thereby providing valuable guidance for optimizing the sensing performance of the In2O3 based composite sensors for sub-ppm-level acetone gas.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/978-3-031-61066-0_10,Trend Analysis of AR-Assisted Assembly Visualization Design Based on Bibliometrics,"AbstractBased on the bibliometric method, this study systematically comprehended the global characteristics of the research on visualization design for AR-assisted assembly, investigated the current research hotspots and theoretical foundations of visualization design for AR-assisted assembly, and explored the new trends of future development. Taking the relevant literature collected by Web of Science as the data source, the VOSviewer scientific bibliometric method was comprehensively used to sort out and visualize the research lineage in terms of publication trends, high-frequency keywords, high-frequency areas, organizations, main publications, and highly cited papers. The conclusion of the study shows that in the research field of visualization design for AR-assisted assembly, China and the United States are tied for the first place in terms of the number of publications, Germany ranks second and Italy ranks third. The top three important research institutions are Northwestern Polytechnic University, National University of Singapore and University of Patras. The main research hotspots are augmented reality, design, system, assembly, visualization, maintenance, industry 4.0. In this paper, the research status, development trend, and research hotspots in the research field of visualization design for AR-assisted assembly are visualized and analyzed, which is of corresponding guiding significance to the related researchers.",2,1,2,"{'augmented reality', 'ar'}","{'augmented reality': 1, 'ar': 1}",
10.1016/j.ridd.2022.104233,Collaborative team approaches to supporting inclusion of children with disability in mainstream schools: A co-design study,"BackgroundCollaborative consultation involving educational staff, allied health professionals and parents working towards goals for children with disability is considered best practice in inclusive education. However, challenges can hinder effective collaboration, thereby potentially limiting child outcomes. AimsThe study aims were to (a) explore the experiences of teachers, teacher assistants, allied health professionals, and parents engaging in collaborative teamwork to support inclusion of children with disability in mainstream primary schools, and (b) identify key factors influencing effective teamwork and the design of support strategies. Methods and proceduresA co-design research method emulated collaborative consultation and authentic stakeholder teamwork. Data were from a series of six co-design workshops (15 h); discussions were audio-recorded and transcribed verbatim. An interpretive descriptive method of thematic analysis resulted in four key themes. Outcomes and resultsCritical factors that influenced collaborative teamwork were access to diagnosis and funding, mechanisms for team communications, practical ways of working together, and shared understandings of inclusion. Conclusions and implicationsStakeholder teams require effective communication mechanisms and practical ways of working together within and outside of classrooms. Shared understandings of inclusion provide a foundation for collaboration, requiring access to professional development to ensure teamwork is informed by best inclusive education practice.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.spinee.2023.12.004,Cervical disc arthroplasty versus anterior cervical discectomy and fusion: an analysis of the Michigan Spine Surgery Improvement Collaborative Database,"Background ContextAnterior cervical discectomy and fusion (ACDF) and cervical disc arthroplasty (CDA) are established surgical options for the treatment of cervical radiculopathy, myelopathy, and cervical degenerative disc disease. However, current literature does not demonstrate a clear superiority between ACDF and CDA. PurposeTo investigate procedural and patient-reported outcomes of ACDF and CDA among patients included in the Michigan Spine Surgery Improvement Collaborative (MSSIC) database. DesignRetrospective study of prospectively collected outcomes registry data. Patient SampleIndividuals within the MSSIC database presenting with radiculopathy, myelopathy, or cervical spondylosis refractory to typical conservative care undergoing primary ACDF or CDA from January 4, 2016, to November 5, 2021. Outcome MeasuresPerioperative measures (including surgery length, length of stay, return to OR, any complications), patient-reported functional outcomes at 2-year follow-up (including return to work, patient satisfaction, PROMIS, EQ-5D, mJOA). MethodsPatients undergoing ACDF were matched 4:1 with those undergoing CDA; propensity analysis performed on operative levels (1- and 2- level procedures), presenting condition, demographics, and comorbidities. Initial comparisons performed with univariate testing and multivariate analysis performed with Poisson generalized estimating equation models clustering on hospital. ResultsA total of 2,208 patients with ACDF and 552 patients with CDA were included. Baseline demographics were similar, with younger patients undergoing CDA (45.6 vs 48.6 years; p<.001). Myelopathy was more frequent in ACDF patients (30% vs 25%; p=.015). CDA was more frequently planned as an outpatient procedure. Length of stay was increased in ACDF (1.3 vs 1.0 days; p<.001). Functional outcomes were similar, with comparable proportions of patients meeting minimal clinically important difference thresholds in neck pain, arm pain, PROMIS, EQ-5D, and mJOA score. After multivariate regression, no significant differences were seen in surgical or functional outcomes. ConclusionsThis study demonstrates similar outcomes for those undergoing ACDF and CDA at 2 years. Previous meta-analyses of CDA clinical trial data adhere to strict inclusion and exclusion criteria required by clinical studies; this registry data provides “real world” clinical outcomes reflecting current practices for ACDF and CDA patient selection.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
/doi/10.1145/3677386.3682096,Becoming Q:UsingDesign Workshops to Explore Everyday Objects as Interaction Devices for anAugmentedRealitySpy Game,"The work in this paper extends state of the art research in the field of interaction design for everyday objects as interaction devices in Augmented Reality (AR), by taking a user defined approach to explore how users understand everyday objects as interaction devices in an AR game. A survey (n = 16) and workshop (n = 10) were conducted with members of the general public. The survey asked participants to select several everyday objects from their day to day life, answer questions regarding the object’s normal function, to think of and consider what the object could do if it was a spy gadget. The workshop followed up on this survey, participants were asked to bring their selected objects along, and during the workshop participants considered the objects they and other participants brought to collaboratively create new ideas about how these objects could be used if they were spy gadgets. The workshops were recorded and reviewed using reflexive thematic analysis, identifying four themes for interaction designers in this space to consider: ‘what players look for in objects’, ‘how players want to use objects’, ‘what players want their objects to be capable of in game’ and ‘concerns players have about object use’.",3,2,3,"{'augmented reality', 'ar', 'collaborative'}","{'augmented reality': 1, 'ar': 1, 'collaborative': 1}",
10.1016/j.prro.2023.04.007,Prospective Evaluation of Limited-Stage Small Cell Lung Cancer Radiotherapy Fractionation Regimen Usage and Acute Toxicity in a Large Statewide Quality Collaborative,"PurposeNational guidelines on limited-stage small cell lung cancer (LS-SCLC) treatment give preference to a hyperfractionated regimen of 45 Gy in 30 fractions delivered twice daily; however, use of this regimen is uncommon compared with once-daily regimens. The purpose of this study was to characterize the LS-SCLC fractionation regimens used throughout a statewide collaborative, analyze patient and treatment factors associated with these regimens, and describe real-world acute toxicity profiles of once- and twice-daily radiation therapy (RT) regimens. Methods and MaterialsDemographic, clinical, and treatment data along with physician-assessed toxicity and patient-reported outcomes were prospectively collected by 29 institutions within the Michigan Radiation Oncology Quality Consortium between 2012 and 2021 for patients with LS-SCLC. We modeled the influence of RT fractionation and other patient-level variables clustered by treatment site on the odds of a treatment break specifically due to toxicity with multilevel logistic regression. National Cancer Institute Common Terminology Criteria for Adverse Events, version 4.0, incident grade 2 or worse toxicity was longitudinally compared between regimens. ResultsThere were 78 patients (15.6% overall) treated with twice-daily RT and 421 patients treated with once-daily RT. Patients receiving twice-daily RT were more likely to be married or living with someone (65% vs 51%; P = .019) and to have no major comorbidities (24% vs 10%; P = .017). Once-daily RT fractionation toxicity peaked during RT, and twice-daily toxicity peaked within 1 month after RT. After stratifying by treatment site and adjusting for patient-level variables, once-daily treated patients had 4.11 (95% confidence interval, 1.31-12.87) higher odds of treatment break specifically due to toxicity than twice-daily treated patients. ConclusionsHyperfractionation for LS-SCLC remains infrequently prescribed despite the lack of evidence demonstrating superior efficacy or lower toxicity of once-daily RT. With peak acute toxicity after RT and lower likelihood of a treatment break with twice-daily fractionation in real-word practice, providers may start using hyperfractionated RT more frequently.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/IV.2016.69,A Review of Ways and Strategies on How to Collaborate in Information Visualization Applications,"Design and develop collaborative methods in information visualization are a current challenge, hence understand, identify and define the current progress of developed methods to collaborate in information visualization are important. The aim of this work is to review the ways and strategies of how to collaborate in information visualization applications. We surveyed published works that present applications that implements collaborative information visualization techniques and methods. We present a micro level category of identified ways of how the InfoVis applications implements collaboration.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/978-3-031-20716-7_17,A DirectX-Based DICOM Viewer for Multi-user Surgical Planning in Augmented Reality,"AbstractPreoperative medical imaging is an essential part of surgical planning. The data from medical imaging devices, such as CT and MRI scanners, consist of stacks of 2D images in DICOM format. Conversely, advances in 3D data visualization provide further information by assembling cross-sections into 3D volumetric datasets. As Microsoft unveiled the HoloLens 2 (HL2), which is considered one of the best Mixed Reality (XR) headsets in the market, it promised to enhance visualization in 3D by providing an immersive experience to users. This paper introduces a prototype holographic XR DICOM Viewer for the 3D visualization of DICOM image sets on HL2 for surgical planning. We first developed a standalone graphical C++ engine using the native DirectX11 API and HLSL shaders. Based on that, the prototype further applies the OpenXR API for potential deployment on a wide range of devices from vendors across the XR spectrum. With native access to the device, our prototype unravels the limitation of hardware capabilities on HL2 for 3D volume rendering and interaction. Moreover, smartphones can act as input devices to provide another user interaction method by connecting to our server. In this paper, we present a holographic DICOM viewer for the HoloLens 2 and contribute (i) a prototype that renders the DICOM image stacks in real-time on HL2, (ii) three types of user interactions in XR, and (iii) a preliminary qualitative evaluation of our prototype.",5,2,5,"{'mixed reality', 'multi-user', 'xr', 'augmented reality', 'ar'}","{'augmented reality': 1, 'ar': 1, 'mixed reality': 1, 'xr': 1, 'multi-user': 1}",
10.1109/3DTV.2007.4379402,Immersive Haptic Eye Tele-Surgery Training Simulation,"As medical surgery is usually a complex and complicated procedure, medical trainees must acquire specific skills and plenty of experience before attempting to perform such a procedure in a real-world setting. The goal of surgical simulation is to provide high-fidelity training to increase the diffusion of innovative and less-invasive procedures while decreasing the surgeon's learning curve. The paper presents an immersive hapto-virtual training simulation for eye cataract surgery. The system architecture and technology and design techniques are addressed. Finally the paper concludes with future work to improve the application.",1,1,1,{'ar'},{'ar': 1},
10.1109/CVPRW59228.2023.00487,Envisioning a Next Generation Extended Reality Conferencing System with Efficient Photorealistic Human Rendering,"Meeting online is becoming the new normal. Creating an immersive experience for online meetings is a necessity towards more diverse and seamless environments. Efficient photorealistic rendering of human 3D dynamics is the core of immersive meetings. Current popular applications achieve real-time conferencing but fall short in delivering photorealistic human dynamics, either due to limited 2D space or the use of avatars that lack realistic interactions between participants. Recent advances in neural rendering, such as the Neural Radiance Field (NeRF), offer the potential for greater realism in metaverse meetings. However, the slow rendering speed of NeRF poses challenges for real-time conferencing. We envision a pipeline for a future extended reality metaverse conferencing system that leverages monocular video acquisition and free-viewpoint synthesis to enhance data and hardware efficiency. Towards an immersive conferencing experience, we explore an accelerated NeRF-based free-viewpoint synthesis algorithm for rendering photorealistic human dynamics more efficiently. We show that our algorithm achieves comparable rendering quality while performing training and inference 44.5% and 213% faster than state-of-the-art methods, respectively. Our exploration provides a design basis for constructing metaverse conferencing systems that can handle complex application scenarios, including dynamic scene relighting with customized themes and multi-user conferencing that harmonizes real-world people into an extended world.",2,2,2,"{'ar', 'multi-user'}","{'ar': 1, 'multi-user': 1}",
10.1109/VR.2002.996512,Applications of temporal links: recording and replaying virtual environments,"Temporal links allow recordings of multi-user sessions to be dynamically inserted into current virtual worlds in a flexible and principled way. We explore key applications of temporal links, showing how they can add new content to virtual worlds, support usability and system evaluation, and link VR to other media such as film and television. These applications illustrate just some of the possibilities of a ubiquitous and flexible record and replay facility such as temporal links. Building on our experience of implementing temporal links in the MASSIVE-3 system, we identify key requirements for system architectures that wish to support an equivalent mechanism.",3,2,3,"{'ar', 'vr', 'multi-user'}","{'vr': 1, 'ar': 1, 'multi-user': 1}",
10.1016/j.ipm.2022.103170,Temporal burstiness and collaborative camouflage aware fraud detection,"With the prosperity and development of the digital economy, many fraudsters have emerged on e-commerce platforms to fabricate fraudulent reviews to mislead consumers’ shopping decisions for profit. Moreover, in order to evade fraud detection, fraudsters continue to evolve and present the phenomenon of adversarial camouflage and collaborative attack. In this paper, we propose a novel temporal burstiness and collaborative camouflage aware method (TBCCA) for fraudster detection. Specifically, we capture the hidden temporal burstiness features behind camouflage strategy based on the time series prediction model, and identify highly suspicious target products by assigning suspicious scores as node priors. Meanwhile, a propagation graph integrating review collusion is constructed, and an iterative fraud confidence propagation algorithm is designed for inferring the label of nodes in the graph based on Loop Belief Propagation (LBP). Comprehensive experiments are conducted to compare TBCCA with state-of-the-art fraudster detection approaches, and experimental results show that TBCCA can effectively identify fraudsters in real review networks with achieving 6%–10% performance improvement than other baselines.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/s10055-023-00748-5,BeHere: a VR/SAR remote collaboration system based on virtual replicas sharing gesture and avatar in a procedural task,"AbstractIn this paper, we focus on the significance of remote collaboration using virtual replicas, avatar, and gesture on a procedural task in industry; thus, we present a Virtual Reality (VR)/Spatial Augmented Reality (SAR) remote collaboration system, BeHere, based on 3D virtual replicas and sharing gestures and avatar. BeHere enables a remote expert in VR to guide a local worker in real-time to complete a procedural task in the real-world. For the remote VR site, we construct a 3D virtual environment using virtual replicas, and the user can manipulate them by using gestures in an intuitive interaction and see their partners’ 3D virtual avatar. For the local site, we use SAR to enable the local worker to see instructions projected onto the real-world based on the shared virtual replicas and gestures. We conducted a formal user study to evaluate the prototype system in terms of performance, social presence, workload, and ranking and user preference. We found that the combination of visual cues of gestures, avatar, and virtual replicas plays a positive role in improving user experience, especially for remote VR users. More significantly, our study provides useful information and important design implications for further research on the use of gesture-, gaze- and avatar-based cues as well as virtual replicas in VR/AR remote collaboration on a procedural task in industry.",4,1,4,"{'augmented reality', 'ar', 'vr', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'augmented reality': 1, 'ar': 1}",
10.1109/ICALT61570.2024.00047,DALverse: Assistive Technology for Inclusion of People with Disabilities in Distance Education through a Metaverse-Based Environment,"Context. Given the need for digital transformation in education during the pandemic, this study focused on the Dell Accessible Learning (DAL) platform and its adaptation to the metaverse environment to improve learning for People with Disabilities (PwD). Goal. To analyze the viability of the metaverse environment in providing collaborative and accessible interaction for DAL students. Method: We conducted a prior literature review to align requirements with the State of the Art, considering collaborative learning and accessibility. Interviews and usability analysis were conducted with 9 PwD, DELL employees, corroborating the information in the literature. After usability evaluations and interviews, it was found that the third-party metaverse environment did not fully meet the accessibility criteria and usability. In response, DALverse was developed, a proof of concept integrated with DAL. Result. The results indicate benefits, including increased resources, multimodal interactions, and student retention. Future research should explore the use of DALverse in parallel with DAL courses, aiming to measure changes in indicators such as interaction, engagement, and performance. Furthermore, we provide an architectural model used in DAL and DALverse and implications for education, researchers, industry professionals, students and tutors.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/VR.2015.7223441,Exploring virtual reality and prosthetic training,"Working together with health care professionals and a world leading bionic prosthetic maker we created a prototype that aims to decrease the time it takes for a transradial amputee to train how to use a Myoelectric prosthetic arm. Our research indicates that the Oculus Rift, Microsoft's Kinect and the Thalmic Labs Myo gesture control armband will allow us to create a unique, cost effective training tool that could be beneficial to amputee patients.",2,1,2,"{'ar', 'virtual reality'}","{'virtual reality': 1, 'ar': 1}",
10.1016/j.renene.2024.121886,Collaborative water-electricity operation optimization of a photovoltaic/pumped storage-based aquaculture energy system considering water evaporation effects,"The increasing global population, economic development, and urbanization trends have led to a heightened demand for seafood, presenting a significant challenge to the growth trajectory of the food industry. As the most rapidly expanding segment within the food industry, aquaculture presents a sustainable solution to mitigate the overexploitation of marine resources and address the growing demand for food. Aquaculture's sufficient aquatic expanses offer considerable potential for PV deployment, thereby relieving the demand for limited land resources. However, existing research rarely addresses the collaborative operation of water and electricity in aquaculture systems. The effects of water evaporation from PV panel-covered water surfaces on the collaborative water-electricity operation are generally neglected. Hence, this work proposes a collaborative water-electricity operation of a photovoltaic (PV)-pumped storage-based aquaculture energy system considering the water evaporation effects. This optimization method accounts for the reduced water evaporation due to PV panel shading. Water surface PV and pumped storage are integrated into the system to fulfill electricity needs, with pumped storage serving as a dual-purpose device for water and electricity supply. Environmentally sustainable water-electricity generation and aquaculture energy system requirements are established. Water surface PV electricity generation is modeled based on climate and engineering conditions, while aquaculture pond electricity requirement includes oxygenation, feeding, and water replenishment. Finally, a collaborative water-electricity operation model is introduced to optimize operation strategies for various devices. A case study on a fish-light complementation project demonstrates that this optimization method can reduce reliance on the utility grid and overall system operational costs.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
/doi/10.1145/3543758.3547519,Demonstration of an Infrared Pen as an Input Device for ProjectedAugmentedRealityTabletops,"Interactive tabletops do not only offer a large surface for collaborative interaction. They also offer quick access to digital tools directly at the table - where a large number of everyday activities take place. Tabletops with an embedded display are generally less flexible and more fragile than ordinary massive tabletops. Physical objects on the tabletop occlude the digital content. In contrast, top-down-projected interfaces using an overhead projector-camera system allow for augmenting arbitrary tables and objects lying on them. However, detecting pointing input only via a camera image captured from above requires robustly recognizing whether a finger or pen touches the tabletop or whether it hovers slightly above it. In this demonstration, we showcase a solution for reliably tracking a pen on arbitrary tabletop surfaces. The pen emits infrared light via a tip made of optical fiber. A camera captures position and shape of the light point on the surface. Our open-source tracking algorithm combines heuristics and a neural network to distinguish between drawing and hovering. This system can be reliably used for drawing and writing on tabletops. However, occlusion by users’ hands can deteriorate tracking of the pen.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/IEEESTD.2011.5765736,IEEE Standard for Local and metropolitan area networks Part 16: Air Interface for Broadband Wireless Access Systems Amendment 3: Advanced Air Interface,"This amendment specifies the WirelessMAN-Advanced Air Interface, an enhanced air interface designated as ""IMT-Advanced"" by the International Telecommunication Union- Radiocommunication Sector (ITU-R). The amendment is based on the WirelessMAN-OFDMA specification and provides continuing support for legacy subscriber stations.",1,1,1,{'ar'},{'ar': 1},
/doi/10.1145/3544548.3581381,ChameleonControl: TeleoperatingRealHuman Surrogates throughMixedRealityGestural Guidance for Remote Hands-on Classrooms,"We present ChameleonControl, a real-human teleoperation system for scalable remote instruction in hands-on classrooms. In contrast to existing video or AR/VR-based remote hands-on education, ChameleonControl uses a real human as a surrogate of a remote instructor. Building on existing human-based telepresence approaches, we contribute a novel method to teleoperate a human surrogate through synchronized mixed reality hand gestural navigation and verbal communication. By overlaying the remote instructor’s virtual hands in the local user’s MR view, the remote instructor can guide and control the local user as if they were physically present. This allows the local user/surrogate to synchronize their hand movements and gestures with the remote instructor, effectively teleoperating a real human. We deploy and evaluate our system in classrooms of physiotherapy training, as well as other application domains such as mechanical assembly, sign language and cooking lessons. The study results confirm that our approach can increase engagement and the sense of co-presence, showing potential for the future of remote hands-on classrooms.",3,1,3,"{'mixed reality', 'ar', 'vr'}","{'vr': 1, 'ar': 1, 'mixed reality': 1}",
