Doi,DB,Title,Abstract,keywords,Venue,Date,Terms category 1,Terms category  2,Terms 1,Terms 2
10.1007/978-3-031-15546-8_14,Springer,Virtual Reality as a Collaborative Tool for Digitalised Crime Scene Examination,"Crime scene investigation is a multidisciplinary response that involves the identification and securing of physical and trace material that may have evidential value. In this context, accurate documentation of the scene(s) is fundamental, when subsequent analysis is required for comparison and evaluative purposes.This technical note reports a virtual reality framework developed in Unity 3D targeting a low-cost Virtual Reality (VR) head-mounted display (HMD), which enables the exploration of virtualized crime scenes and supports collaborative investigation through an online shared repository of 3D reconstructions. The system is agnostic at the source, implying that several types of 3D imaging sensors can provide recording of the scenes. Data are presented via an immersive virtual-roaming VR application to enhance spatial perception and telepresence. The virtualized environment is accompanied by original photographs and reference information, enabling validation and contextualization of the three-dimensional spatial data. The developed framework was employed in the context of a training operation spread between Scotland, UK and Denmark, demonstrating the feasibility of the deployment of the platform independent of location at the early stages of a forensic investigation.",,Extended Reality,2022,1 - Complete terms,2 - Complete terms,"['virtual reality', 'virtual environment', 'VR']",['collaborative']
10.1007/s10055-023-00848-2,Springer,A comprehensive survey on AR-enabled local collaboration,"With the rapid development of augmented reality (AR) technology and devices, it is widely used in education, design, industry, game, medicine and other fields. It brings new development opportunities for computer-supported cooperative work. In recent years, there has been an increasing number of studies on AR collaboration. Many professional researchers have also summarized and commented on these local and remote applications. However, to the best of our knowledge, there is no comprehensive review specifically on AR-enabled local collaboration (AR-LoCol). Therefore, this paper presents a comprehensive survey of research between 2012 and 2022 in this domain. We surveyed 133 papers on AR-LoCol in Web of Science, 75% of which were published between 2018 and 2022. Next, we provide an in-depth review of papers in seven areas, including time (synchronous and asynchronous), device (hand-held display, desktop, spatial AR, head-mounted display), participants (double and multiple), place (standing, indoor and outdoor), content (virtual objects, annotations, awareness cues and multi-perspective views), and area (education, industry, medicine, architecture, exhibition, game, exterior design, visualization, interaction, basic tools). We discuss the characteristics and specific work in each category, especially the advantages and disadvantages of different devices and the necessity for shared contents. Following this, we summarize the current state of development of AR-LoCol and discuss possible future research directions. This work will be useful for current and future researchers interested in AR-LoCol systems.","Augmented reality (AR),Computer-supported cooperative work,AR-enabled local collaboration,Survey,Literature review",Virtual Reality,20 August 2023,1 - Complete terms,2 - Complete terms,"['augmented reality', 'virtual environment', 'AR']",['collaboration']
10.1007/978-3-030-78642-7_46,Springer,VAMR Basketball on Head-Mounted and Hand-Held Devices with Hand-Gesture-Based Interactions,"Virtual, Augmented, and Mixed Reality (VAMR)-based sports simulators may help facilitate learning and training for students confined within closed/cramped spaces (e.g., during a pandemic), and allow disabled or disadvantaged players to participate in the said sports alongside non-disabled peers. This work explores the development of a VAMR basketball simulator that uses hand gestures to accurately mimic the real-world performance of basketball moves such as throwing and shooting. Furthermore, the simulator is developed simultaneously for both head-mounted (VR/AR headsets) and hand-held (smartphone/tablet) form factors, facilitating deployment of the same simulator over multiple hardware configurations. This eliminates the need to force students to use one platform for online learning, and would also allow for future real-time networked multi-user support across different form-factor devices. This model also paves the way for future user studies comparing the efficacy of head-mounted and hand-held modes for simulating basketball and other sports in VAMR.",,HCI International 2021 - Posters,2021,1 - Complete terms,2 - Complete terms,"['mixed reality', 'virtual environment', 'virtual environment', 'VAMR', 'VR', 'AR']",['multi-user']
10.1007/s44366-024-0004-0,Springer,Metaverse Services in Computing and Engineering Education,"Amid the digital revolution, this research explores a groundbreaking topic—the potential impact of metaverse services on the future of computing and engineering education. The transformative potential of metaverse services in education is a beacon of the future, promising new learning modes in digital environments. This work poses two questions: Will metaverse services affect computing and engineering education learning? If so, to what extent has computing and engineering education adopted metaverse services in its curricula? To address these queries, the authors researched several metaverse activities affecting computing and engineering education. The new concepts of metaverse services, metaverse education services, and metaverse education service space are presented and analyzed. This research also discusses the influences of metaverse and services on computing and engineering education. The research showed a transformation toward metaverse service education in the evolving digital era. Academic and industry professionals must recognize the critical need to prepare students and graduates for the digital era adequately. The future is coming whereby metaverse, higher education, and services will generate a new destiny for computing and engineering education with new learning modes in digital environments. The transformative potential of metaverse services in education cannot be overstated, and the academic and industry communities must recognize and embrace this phenomenon.","metaverse education,metaverse services,computing and engineering education,digital era,digital transformation of higher education",Frontiers of Digital Education,01 June 2024,900 - No match,900 - No match,[],[]
10.1007/978-3-031-15928-2_102,Springer,Mixed Reality Platform Supporting Human-Robot Interaction,"Human-Robot Interaction (HRI) is an interdisciplinary research field aiming to study and develop platform in which robots (and in particular collaborative robots, also called cobots) can interact and collaborate with humans to execute dedicated tasks. Usually, cobots are intended as passive robotic devices for direct collaboration with a human operator within a shared workspace. They are designed to be used in open and uncontrolled environments; the robot shall be able to adapt its behaviors to the dynamic input of the surrounding environment. In this optic, Mixed Reality (MR) can play a crucial role supporting the flow of data between the actors (cobot and human) working in the shared environment, it can offer a simply, but remarkably advanced, communication interface between human and robot. Thanks to MR, tools to allow human operators, without particular experience or knowledge of robotics, to easily interact with the cobot can be developed. Our work is focused on development of a MR platform that integrates cutting-edge technologies, i.e. a Head Mounted Display (HMD), and a cobot in a shared environment. The experimental setup includes the Microsoft’s Mixed Reality HMD HoloLens 2 and the Franka Emika Robot System.",,"Advances on Mechanics, Design Engineering and Manufacturing IV",2023,1 - Complete terms,2 - Complete terms,"['mixed reality', 'virtual environment', 'MR']","['collaborative', 'collaboration']"
10.1007/978-3-031-53161-3_10,Springer,Concept of Mixed Reality Application Design for Technical Solutions,"Mixed reality (MR) is a rapidly expanding technology whose usability is constantly growing. Some applications of MR technology have already matured, while others are still in development. MR offers new possibilities in the area of interaction with objects in space. This can be used in technical solutions, especially in employee training, education, and virtual product prototyping. In addition, users can “virtually” test and train products and machines using before they even exist, which can lead to improved usability and better ergonomic design. This article provides an overview of tools and devices for building mixed reality applications. In the design part, a step-by-step manual is devoted to the creation of an MR application depicting machinery, with which it is possible to work with a hologram in a real environment. This procedure is subsequently generalized into a methodological algorithm for creating an MR application. The universal procedure can be used by designers, application programmers, but also by the general public, as a manual according to which we can import any 3D model into HoloLens 2 smart glasses. The proposed methodology offers unlimited potential for the use of MR in technical solutions.",,8th EAI International Conference on Management of Manufacturing Systems,2024,1 - Complete terms,900 - No match,"['mixed reality', 'virtual environment', 'MR']",[]
10.1007/978-3-031-19679-9_68,Springer,Using Augmented Reality to Reinforce the Learning of Installation of Electrical Equipment and Machines,"The educational level of technical high schools has been affected by the current state of emergency caused by the Covid-19 pandemic, due to the lack of educational resources for subjects that require laboratory practice. The objective of the research is to describe a pedagogical strategy using interactive support material focused on augmented reality for equipment installations and electrical machines learning, in order to supply the lack of laboratories. The research carried out surveys to seven teachers, who teach practical subjects, and evaluations to 60 students who underwent the intervention with the application of augmented reality. The results of the pre-test and post-test were analyzed to verify the stated objectives, demonstrating that there are motivating results with the application of two tools Mywebar and Assemblr in the performance of the classes, affirming that the augmented reality tool impacts and motivates the teaching-learning process in the technical area in the professional figure of installations, equipment and electrical machines in a favorable way.",,HCI International 2022 – Late Breaking Posters,2022,1 - Complete terms,900 - No match,['augmented reality'],[]
10.1007/978-3-031-10932-4_2,Springer,Virtual Environments: Constraints and Possibilities,"How can we increase awareness and understanding of other cultures using interactive online digital visualizations of past civilizations? In order to answer the above question, this chapter first questions the success of current virtual environments and asks whether they are capable of producing a platform that supports the experience and understanding of place-inscribed culture. To answer this question, a typology of successful virtual environment applications is suggested. These include online communities, virtual reality travel websites, game engines, virtual reality used for training, and virtual reality used as part of therapeutic means to either relax or divert patients, or to cure phobias. Impeding the success of virtual environments in terms of technological constraints, lack of evaluation techniques and results, and a lack of content-specific applications that best utilize desktop computing capabilities and respond to user needs. It suggests that much more work needs to be done on not just usable but also useful content. Specifically, there is a large gap in knowledge on what might constitute useful and appropriate virtual travel environments, and how contextual interaction may affect our cultural understanding in these environments.",,Playing with the Past: Into the Future,2022,1 - Complete terms,2 - Complete terms,['virtual reality'],"['virtual environment', 'virtual travel environments']"
10.1007/978-1-4842-7020-2_5,Springer,Pioneering Platforms and UX Learnings,"This chapter looks at the pioneering platforms, prototyping tools, and tech trends for XR applications and evaluates what UX learnings can be brought forward from the leading formats of the industry. How can UX designers prototype XR interaction with efficiency? What are the applications and tools to test ideas, and which core concepts have been established to improve digital XR products and bring immersive concepts to life?",,UX for XR,2021,2 - Complete acrs,900 - No match,"['virtual environment', 'XR']",[]
10.1007/s12008-019-00538-x,Springer,Development of virtual reality support to factory layout planning,"Virtual reality (VR) technology has become ever mature today with affordable and yet powerful hardware. In the manufacturing industry, there is a growing interest of adopting VR to improve existing work procedures. Factory layout planning (FLP) is a long standing area in production engineering that sees great potentials of VR integration. Virtual reality supported layout planning (VLP) is gaining wider attention in research and practice as the virtual environment allows designers to test out “what if” scenarios in relative ease. However, previous research of VLP mostly focus on general layout planning but not the detailed level planning. Also, it is reported that the virtual modeling process is time-consuming and costly. In this study, we propose a point cloud based virtual factory modelling approach for the VLP tasks. It incorporates point cloud representation of physical environment with CAD data to model the virtual factory with the aims of simplifying the modelling process and improving decision-making for the VLP tasks. The proposed approach is exemplified and refined through three industrial cases. The implementations and results of the cases are highlighted and discussed in details. At the end, a general guidance for VLP is extracted and presented for future point cloud based VR support in FLP tasks.","Virtual reality,3D laser scanning,Point cloud,Factory layout planning",International Journal on Interactive Design and Manufacturing (IJIDeM),15 February 2019,1 - Complete terms,2 - Complete terms,"['virtual reality', 'virtual environment', 'VR']",['virtual environment']
10.1007/s10278-021-00480-z,Springer,On the Use of Virtual Reality for Medical Imaging Visualization,"Advanced visualization of medical imaging has been a motive for research due to its value for disease analysis, surgical planning, and academical training. More recently, attention has been turning toward mixed reality as a means to deliver more interactive and realistic medical experiences. However, there are still many limitations to the use of virtual reality for specific scenarios. Our intent is to study the current usage of this technology and assess the potential of related development tools for clinical contexts. This paper focuses on virtual reality as an alternative to today’s majority of slice-based medical analysis workstations, bringing more immersive three-dimensional experiences that could help in cross-slice analysis. We determine the key features a virtual reality software should support and present today’s software tools and frameworks for researchers that intend to work on immersive medical imaging visualization. Such solutions are assessed to understand their ability to address existing challenges of the field. It was understood that most development frameworks rely on well-established toolkits specialized for healthcare and standard data formats such as DICOM. Also, game engines prove to be adequate means of combining software modules for improved results. Virtual reality seems to remain a promising technology for medical analysis but has not yet achieved its true potential. Our results suggest that prerequisites such as real-time performance and minimum latency pose the greatest limitations for clinical adoption and need to be addressed. There is also a need for further research comparing mixed realities and currently used technologies.","Virtual Reality,Medical Imaging Visualization,Volume Rendering,DICOM",Journal of Digital Imaging,29 July 2021,1 - Complete terms,900 - No match,"['virtual reality', 'mixed reality', 'mixed realities']",[]
10.1007/s10055-024-01088-8,Springer,PreVISE: an efficient virtual reality system for SEEG surgical planning,"Epilepsy is a neurological disorder characterized by recurring seizures that can cause a wide range of symptoms. Stereo-electroencephalography (SEEG) is a diagnostic procedure where multiple electrodes are stereotactically implanted within predefined brain regions to identify the seizure onset zone, which needs to be surgically removed or disconnected to achieve remission of focal epilepsy. This procedure is complex and challenging due to two main reasons. First, as electrode placement requires good accuracy in desired brain regions, excellent knowledge and understanding of the 3D brain anatomy is required. Second, as typically multiple SEEG electrodes need to be implanted, the positioning of intracerebral electrodes must avoid critical structures (e.g., blood vessels) to ensure patient safety. Traditional SEEG surgical planning relies on 2D display of multi-contrast volumetric medical imaging data, and places a high cognitive demand for surgeons’ spatial understanding, resulting in potentially sub-optimal surgical plans and extensive planning time (~ 15 min per electrode). In contrast, virtual reality (VR) presents an intuitive and immersive approach that can offer more intuitive visualization of 3D data as well as potentially enhanced efficiency for neurosurgical planning. Unfortunately, existing VR systems for SEEG surgery only focus on the visualization of post-surgical scans to confirm electrode placement. To address the need, we introduce the first VR system for SEEG planning that integrates user-friendly and efficient visualization and interaction strategies while providing real-time feedback metrics, including distances to nearest blood vessels, angles of insertion, and the overall surgical quality scores. The system reduces the surgical planning time by 91%.","Virtual reality,Neurosurgical planning,Stereoelectroencephalography,Image-guided-surgery",Virtual Reality,26 December 2024,1 - Complete terms,900 - No match,"['virtual reality', 'virtual environment', 'VR']",[]
10.1007/978-3-030-67822-7_2,Springer,History of Augmented Reality,"Augmented reality (AR) is emerged in the last decade as a potentially disruptive technology capable of superimposing virtual objects generated by a computer onto the real world surrounding the user. By using see-through displays, AR systems make the user perceive both the real surrounding environment and virtual elements in a consistent way with regard to user point of view and virtual content size. The recent developments of low-cost AR technologies and mixed reality (MR) devices such as Google Glass, Microsoft Hololens, Vuzix, and many others are capturing interest of users and researchers, suggesting that AR could be the next springboard for technological innovation as also highlighted but its inclusion as enabling technology of Industry 4.0 paradigm. However, the AR is not as young as it seems. The concept of AR was formulated in the 1960s, and the first commercial AR tools appeared in the late 1980s. This chapter presents an overview of AR, the historical evolution since its first appearance, its usage in the most relevant domains including the emerging instance of Mobile/Wearable AR applications, the technical challenges in implementing AR systems, as well as main technological and applicative trends for the near future.",,Springer Handbook of Augmented Reality,2023,1 - Complete terms,900 - No match,"['augmented reality', 'mixed reality', 'virtual environment', 'virtual environment', 'AR', 'MR']",[]
10.1007/s12008-021-00778-w,Springer,A flexible and open environment for discrete event simulations and smart manufacturing,"This work proposes an open and flexible environment for the interaction of relevant technologies within the framework of Industry 4.0. In this work, a discrete event simulation was developed using open-source software, which enables seamless integration with communication protocols, optimization tools, and a graphical user interface that works in augmented reality. The discrete event simulation runs locally but can obtain the input parameters through a request to a web app stored in the cloud. The proposed environment was tested through numerical experiments adapted from a real manufacturing process, which was parametrized and generalized to be represented in the discrete event simulation. Among the numerical experiments presented were a baseline scenario and 5 variations. An optimization in the parameters of the process is presented which demonstrated the capacity of the developed discrete event simulation to be integrated with external software. An augmented reality app was developed and installed in a smartphone to provide a graphical interface with the user and provide a spatial representation of the machine linked with the studied process. This work represents a step towards the creation of a Digital Twin of a manufacturing process and the implementation of a Digital Thread that transport the information of different platforms.","Industry 4.0,IoT,Digital twin,Augmented reality",International Journal on Interactive Design and Manufacturing (IJIDeM),18 October 2021,1 - Complete terms,900 - No match,['augmented reality'],[]
10.1007/978-3-031-47560-3_3,Springer,Background and Technologies,"This chapter briefly reviews the technological background behind digitalization and digital transformation, ranging over Artificial Intelligence (AI), Machine Learning (ML, as a central sub-category of AI), Computer Vision (as an application of ML), Mixed Reality (MR), Cyber-Physical Systems, the Internet of Things (IoT), Cloud Computing, Big Data Analytics, and the Digital Twin paradigm. This chapter discusses thee technologies’ usage ranging from smart software solutions that can efficiently process digital information and automate its conversion into useful insights, to predictive and immersive tools that allow robots and humans to work together in continuous cooperation and synchronization, realizing the vision of the industrial metaverse. This chapter attempts to answer the following questions: What are prominent digitalization and smart technologies about? What problems and use cases do they address? How do they work? And how do they shape the industry of the future?",,Synthetic Data,2024,1 - Complete terms,900 - No match,"['mixed reality', 'virtual environment', 'MR']",[]
10.1007/978-981-16-3416-1_5,Springer,Implementing Virtual Reality–Enhanced Tasks in Chinese Language Teaching,"Virtual Reality (VR) has great potential to enable immersive, interactive, and intuitive language learning. Several studies have discussed the effectiveness of VR in language learning (Collentine in Language Learning & Technology. 15:50–67, 2011; Schwienhorst in Computer Assisted Language Learning 15:221–239, 2002), yet such attempts in teaching Chinese as a foreign language are still rare. Using the VR technologies Unity and Google Cardboard to enhance language learning, this study explores the design and effects of VR-incorporated tasks in Chinese language classrooms. Twenty-seven American college students participated in the study, with proficiency ranging from novice-high to intermediate-low levels. A combination of quantitative and qualitative analysis was employed to assess learners’ perception of their language learning experience and evaluate their motivation, engagement, and confidence. The results show that learners’ self-perceived experiences in VR-incorporated language learning were quite positive, and that VR-incorporated tasks enhanced their motivation, engagement, and confidence. Reflections on the use of the VR technology and directions for future study are discussed at the end of the study.",,Contextual Language Learning,2021,1 - Complete terms,900 - No match,"['virtual reality', 'virtual environment', 'VR']",[]
10.1007/978-3-031-30247-3_3,Springer,A Review on the Digitalization of On-Site Production Management—Case Study in a Portuguese Construction Company,"The Construction Industry (CI) is characterised by a low-skilled workforce and a low level of digitalization and information integration. Compared to similar industries, it suffers from low productivity and low efficiency. This paper explores alternative ways of collecting data at the construction site to improve on-site production management through workforce control, taking into account the technical skills of on-site workers. A bibliometric analysis was conducted to identify the main trends and research tools. The main objective of this research is to propose solutions for the digitalization of worksite processes. The use of technologies, especially mobile applications, accelerates the transmission of productivity information and allows management to make informed decisions and reduce the burden of the control process. This paper presents a case study demonstrating that mobile applications can bridge the gap between the workplace and the office and fit into the context of geographic dispersion. Although mobile applications are beneficial for managing production in the field, a system that integrates all software and data storage in a single location is required to achieve lasting results in efficiently transferring information from the field to the office. This research argues for a gradual adoption of these technologies in construction companies. Further study of the transition between different levels of digitization is essential to determine the true impact on a company's productivity.",,New Advances in Building Information Modeling and Engineering Management,2023,900 - No match,900 - No match,[],[]
10.1007/s43684-021-00009-9,Springer,WARA-PS: a research arena for public safety demonstrations and autonomous collaborative rescue robotics experimentation,"A research arena (WARA-PS) for sensing, data fusion, user interaction, planning and control of collaborative autonomous aerial and surface vehicles in public safety applications is presented. The objective is to demonstrate scientific discoveries and to generate new directions for future research on autonomous systems for societal challenges. The enabler is a computational infrastructure with a core system architecture for industrial and academic collaboration. This includes a control and command system together with a framework for planning and executing tasks for unmanned surface vehicles and aerial vehicles. The motivating application for the demonstration is marine search and rescue operations. A state-of-art delegation framework for the mission planning together with three specific applications is also presented. The first one concerns model predictive control for cooperative rendezvous of autonomous unmanned aerial and surface vehicles. The second project is about learning to make safe real-time decisions under uncertainty for autonomous vehicles, and the third one is on robust terrain-aided navigation through sensor fusion and virtual reality tele-operation to support a GPS-free positioning system in marine environments. The research results have been experimentally evaluated and demonstrated to industry and public sector audiences at a marine test facility. It would be most difficult to do experiments on this large scale without the WARA-PS research arena. Furthermore, these demonstrator activities have resulted in effective research dissemination with high public visibility, business impact and new research collaborations between academia and industry.","Autonomous systems,Intelligent system architectures,Research demonstration arena,Autonomous drones,Autonomous marine vessels,Public safety and security,Collaborative robotics",Autonomous Intelligent Systems,16 November 2021,1 - Complete terms,2 - Complete terms,"['virtual reality', 'WARA']","['collaborative', 'collaboration']"
10.1007/978-3-030-50164-8_10,Springer,Applying Social Gamification in a Gamified Point System,"User engagement measures whether users find value in a product or service, which is highly correlated with overall profitability. If users choose to spend their time on a particular application or website, it means that they found value in it. This allows businesses to monetize products or services through advertising, subscriptions or sales. To increase user engagement, it is necessary to meet user needs to improve their experience. Recently, gamification has become increasingly popular because it applies game mechanics to non-gaming environment like education and shopping to attract and motivate participants. In this paper, we explore using social gamification in a gamified point system. In particular, we focus on two types of user interaction, namely competitive and non-competitive interaction. In preliminary experiments, we obtained positive results from the experimenters.","Competitive and non-competitive interaction,Gamification,Social incentives,Motivation,User engagement",HCI in Games,2020,900 - No match,900 - No match,[],[]
10.1007/s41133-024-00066-8,Springer,Augmented Classroom: A Case Study on Integrating XR and Ludification in Speculative Sculpture Design Workshop,"This paper delves into a multidisciplinary workshop, “Speculative [x]culptures: Crafting Future Solutions for Statuary in Public Spaces” conducted at the Department of Digital Arts and Cinema at the National and Kapodistrian University of Athens, Greece. Inspired by the ongoing debate on public statuary initiated by the #BlackLivesMatter movement [1], this workshop engages participants in a creative process integrating speculative design methodology with immersive extended reality (XR) experiences and critical play. It encourages meaningful conversations about historical notions of public statuary in creative ways, based on the socio-political context of an example of Greek national statuary—the Greek revolution statue of Theodoros Kolokotronis in Athens, authored by the sculptor Lazaros Sochos and inaugurated in 1904. Aiming to probe diverse perspectives on public statuary and their significance, thereby contributing to the student’s learning and global skills development in the education 4.0 era, the authors explore the synergies between XR technologies and ludification tools in the rapid critical prototyping of 3D concepts. This innovative pedagogical approach enables participants to explore the relations between statuary and context(s), envisioning and prototyping future solutions that shape public statues’ perception and interpretation. The case study presented sheds light on the practical implications of this interdisciplinary approach, offering insights into the potential of XR and speculative design to foster critical socio-environmental thinking in higher education.","Extended reality,Public statuary context,Education 4.0,Methodologies,Speculative design",Augmented Human Research,13 August 2024,1 - Complete terms,900 - No match,"['extended reality', 'virtual environment', 'XR']",[]
10.1007/978-3-031-62963-1_29,Springer,A Point Cloud-Based Multi-Platform Application to Support the Conservation Project of Medieval Stone Architecture,"Digital technology has the potential to fundamentally transform the way we interact with cultural heritage by offering novel solutions for public engagement, education, and preservation. Compared to traditional communication methods, the advantage of delivering content through XR and serious games lies in its capabilities to create immersive and interactive experiences that foster a multidimensional understanding of cultural heritage. This paper presents the design and implementation of a multi-platform digital storytelling experience on how a once-lost medieval village, Ghesc, was brought back to life under recovery and preservation activities. The proposal employs 3D survey point cloud data as direct render primitives, streamlining the process of creating virtual experiences for cultural heritage.",,Advances in Representation,2024,2 - Complete acrs,1 - Complete terms cross,"['virtual environment', 'XR']",['multi-platform']
10.1007/978-3-031-76594-0_30,Springer,Indoor Navigation Systems with Extended Reality: A Comparison of Different Approaches,"Despite the significant surge in innovation and the ongoing trend of increasing automation levels in manufacturing and logistics brought along by Industry 4.0, companies continue to heavily depend on human labor to meet market demands for product customization and reduced time-to-market. Consequently, there is a pressing need for companies to enhance workforce skills within a shorter timeframe, leading to an increased demand for new training methodologies aimed at accelerating knowledge acquisition at a high-quality level. As the Industry 5.0 paradigm emerges, there is a renewed emphasis on human-centricity, encouraging collaboration between humans and machines to address new challenges in industrial environments. Extended Reality (XR) technologies offer a promising solution to bridge the gap between operators’ needs and industrial requirements, enabling operators in navigating complex indoor spaces efficiently and safely, optimizing operational workflows and enhancing overall productivity. This research explores the application of XR technologies in indoor navigation, a crucial aspect of modern industrial environments. Two distinct approaches are introduced and compared: AR-Tablet-based and MR-HoloLens-based. Through a real industrial case study focused on indoor navigation in a spare part warehouse, technical insights are gathered to inform effective implementation strategies in logistics settings.",,Design Tools and Methods in Industrial Engineering IV,2025,1 - Complete terms,2 - Complete terms,"['extended reality', 'virtual environment', 'virtual environment', 'virtual environment', 'AR', 'XR', 'MR']",['collaboration']
10.1007/s10055-024-01042-8,Springer,A framework for virtual learning in industrial engineering education: development of a reconfigurable virtual learning factory application,"Advances in digital factory technologies are offering great potential to innovate higher education, by enabling innovative learning approaches based on virtual laboratories that increase the involvement of students while delivering realistic experiences. This article introduces a framework for the development of virtual learning applications by addressing multidisciplinary requirements. The implementation of the framework can be eased by the use of the proposed virtual learning factory application (VLFA), an open-source solution that takes advantage of virtual reality to support innovative higher-education learning activities in industrial engineering. A complete design and development workflow is described, starting from the identification of the requirements, to the design of software modules and underlying technologies, up to the final implementation. The framework and the VLFA have been tested to implement a serious game related to the design and analysis of manufacturing systems, also collecting the feedback of students and teachers.","Digital factory,Virtual reality,Higher-education,Virtual laboratory",Virtual Reality,12 August 2024,1 - Complete terms,900 - No match,['virtual reality'],[]
10.1007/s44163-025-00232-w,Springer,Digital media design and production method based on multimedia human–computer interaction technology,"Digital media interaction design mainly focuses on the user’s interactive experience in the digital media environment. By designing interaction methods that conform to human cognition and behavioral habits, it improves the efficiency and comfort of user interaction with digital devices. Its development history can be traced back to the early stage of computers and the Internet. With the development of graphical user interfaces, mobile Internet and intelligent devices, the application scenarios of digital media interaction design are increasingly rich, and the design complexity is also increasingly high. The innovation of this article lies in combining the GOMS model with execution level quantitative optimization techniques to construct a new optimization model. This model can not only accurately describe the user’s operational behavior on digital media mobile terminals, but also quantitatively evaluate the interface’s interaction efficiency and user experience. By collecting and analyzing real-time user data during task execution, this model can optimize various aspects such as interface layout, button size, and interaction flow, thereby improving user operational efficiency and satisfaction. In terms of application in the design of digital media mobile terminal interfaces, this optimization model demonstrates significant advantages.","Digital media,Human–computer interaction,Interface design; gesture recognition",Discover Artificial Intelligence,10 February 2025,900 - No match,900 - No match,[],[]
10.1007/978-3-030-58465-8_10,Springer,Collaboration in Virtual and Augmented Reality: A Systematic Overview,"This paper offers a systematic overview of collaboration in virtual and augmented reality, including an assessment of advantages and challenges unique to collaborating in these mediums. In an attempt to highlight the current landscape of augmented and virtual reality collaboration (AR and VR, respectively), our selected research is biased towards more recent papers (within the last 5 years), but older work has also been included when particularly relevant. Our findings identify a number of potentially under-explored collaboration types, such as asynchronous collaboration and collaboration that combines AR and VR. We finally provide our key takeaways, including overall trends and opportunities for further research.",,"Augmented Reality, Virtual Reality, and Computer Graphics",2020,1 - Complete terms,2 - Complete terms,"['virtual reality', 'augmented reality', 'virtual environment', 'virtual environment', 'VR', 'AR']",['collaboration']
10.1007/978-3-030-50020-7_26,Springer,Augmented Reality Shopping System Through Image Search and Virtual Shop Generation,"In this paper, we introduce an intelligent augmented reality shopping system that supports image search and 3D virtual shop generation. By capturing an image of the product that the user is looking at, and using image search, we can recommend similar products to the user. Based on the spatial understanding techniques, we developed a 3D virtual shop interface that would be automatically generated in the user’s physical room, where products are arranged around the room at appropriate locations. With the virtual shop display, users would be able to interact with the products’ life-size virtual models by full-hand manipulation. Our system provides more natural interactions such as grabbing and touching. We also carried out an evaluation study for using our system, the participants’ feedback shows that our system provides a better shopping experience with its intuitive search process, immersive shop display, and natural interactions.","Immersive shopping,Intelligent system,Image search,Spatial understanding,Full-hand manipulation",Human Interface and the Management of Information. Designing Information,2020,1 - Complete terms,900 - No match,['augmented reality'],[]
10.1007/978-3-030-27928-8_62,Springer,Designing Federated Architectures for Multimodal Interface Design and Human Computer Interaction in Virtual Environments,"Advances in 3D immersive environments offer great potential for collaboration in circumstances that rely heavily on 3D visual models for collaboration, coordination, and data visualization (e.g., construction, medical, architecture). As existing platforms quickly evolve, become more widespread, and research aims to validate the benefits of AR/VR over more traditional platforms, user-centered approaches become more important, especially when supporting multiple users in 3D immersive environments. This article discusses our experience designing an adaptable, non-domain-specific, federated architecture for multimodal systems and virtual environments based on Human Factors and Human Computer Interaction methodologies.",,Human Systems Engineering and Design II,2020,2 - Complete acrs,2 - Complete terms,"['virtual environment', 'virtual environment', 'VR', 'AR']","['collaboration', 'virtual environment']"
10.1007/978-1-0716-0691-9_14,Springer,Forget About Electron Micrographs: A Novel Guide for Using 3D Models for Quantitative Analysis of Dense Reconstructions,"With the rapid evolvement in the automation of serial micrographs, acquiring fast and reliably giga- to terabytes of data is becoming increasingly common. Optical, or physical sectioning, and subsequent imaging of biological tissue at high resolution, offers the chance to postprocess, segment, and reconstruct micro- and nanoscopical structures, and then reveal spatial arrangements previously inaccessible or hardly imaginable with simple, single section, two-dimensional images. In some cases, three-dimensional models highlighted peculiar morphologies in a way that two-dimensional representations cannot be considered representative of that particular object morphology anymore, like mitochondria for instance. Observations like these are taking scientists toward a more common use of 3D models to formulate functional hypothesis, based on morphology. Because such models are so rich in details, we developed tools allowing for performing qualitative, visual assessments, as well as quantification directly in 3D. In this chapter we will revise our working pipeline and show a step-by-step guide to analyze our dataset.",,Volume Microscopy,2020,900 - No match,900 - No match,[],[]
10.1007/978-3-030-34032-2_57,Springer,Understanding Instant Messaging in the Workplace,"In the workplace, effective communication plays a vital role. Many work tasks require communication which includes planning, organizing, motivating and controlling. Communication establishes relationship between superiors and their subordinates, and it determines the quality of relationship between colleagues. Currently, computer mediated communication such as Instant Messaging (IM) is used in complimentary to or as a replacement of e-mails to complete tasks. This paper discusses how IM has evolved and being adapted at work. Reviews conducted from previous studies show the impact and how people practice IM in workplaces to create a better communication and relationship in areas such as education, health care, business and others. Research shows that communication through IM applications can support or improve the quality of communication, work task and the relationship between colleagues. Based on the current trend of IM usage is the workplace, the paper proposes a qualitative method to study WhatsApp mobile application usage in the workplace. This approach will be used to observe how IM is adapted in WhatsApp group conversation in the workplace. The goal of this proposed study is to observe the use of WhatsApp at work using the existing framework, develop an IM usage model at the workplace and test and validate the IM model to make it more workplace-friendly that encourages to full implementation as a medium of communication in the workplace.",,Advances in Visual Informatics,2019,900 - No match,900 - No match,[],[]
